20MICRONS,20210519,55.85,57,53.35,54.6,723160
21STCENMGM,20210519,14.4,14.4,13.9,14.4,10861
3IINFOTECH,20210519,8.95,9.15,8.8,8.8,69560776
3MINDIA,20210519,26275,26400,25650.3,25884.1,3076
3PLAND,20210519,14.4,14.5,14.05,14.25,18731
5PAISA,20210519,359.85,373,355.05,367.1,33510
63MOONS,20210519,87.95,88.2,86,86.3,31079
A2ZINFRA,20210519,4.45,4.65,4.4,4.45,986419
AAKASH,20210519,156.25,157.2,154.35,155.65,59596
AARON,20210519,101,106.55,101,106.55,86723
AARTIDRUGS,20210519,762,770,760.4,763.4,498333
AARTIIND,20210519,1770,1770,1640.25,1665.8,3136796
AARTISURF,20210519,1495,1514,1468.8,1487.6,10391
AARVEEDEN,20210519,22.8,23.95,22.3,23.1,9676
AARVI,20210519,51.2,52,51,51.95,15297
AAVAS,20210519,2257.5,2326.6,2257.5,2290.3,36953
ABAN,20210519,34.95,35.45,34.2,34.7,103927
ABB,20210519,1448,1481.8,1441,1450.2,161989
ABBOTINDIA,20210519,16099,16126.8,15895,16024.1,17224
ABCAPITAL,20210519,125.9,130.85,125.55,128.25,5724702
ABFRL,20210519,191.5,192.8,183.45,185.05,2164502
ABMINTLTD,20210519,61.45,63,59.25,62.2,10946
ABSLBANETF,20210519,346,346,325.3,334.63,271
ABSLNN50ET,20210519,383,383,373,373,39
ACC,20210519,1939.45,1982,1917,1927.25,963994
ACCELYA,20210519,900,906.25,865,875.7,40329
ACCURACY,20210519,62,62,60.4,61.3,41906
ACE,20210519,153.95,162,153.55,157.15,693257
ACRYSIL,20210519,344,375,343.25,364.9,299821
ADANIENT,20210519,1350,1351.55,1283.9,1294.7,9925284
ADANIGREEN,20210519,1244,1258.65,1156,1243.65,2581312
ADANIPORTS,20210519,784,791.9,769.3,772.4,15666729
ADANIPOWER,20210519,103.7,106.95,101.3,102.4,39269687
ADANITRANS,20210519,1269.95,1323.35,1260,1323.35,2406352
ADFFOODS,20210519,936,1094.7,936,994.25,159066
ADHUNIKIND,20210519,28.65,29,27.75,28.2,55261
ADL,20210519,30.2,31.95,30.2,31.8,1217
ADORWELD,20210519,408.9,416.15,395,402.9,41485
ADROITINFO,20210519,9.25,9.65,8.85,9.4,6530
ADSL,20210519,57.3,58.9,56.15,56.7,154231
ADVANIHOTR,20210519,56.3,58,54.7,57.1,13267
ADVENZYMES,20210519,474.95,503.7,471.65,484.55,1476063
AEGISCHEM,20210519,346,352.4,332.05,332.75,2118700
AFFLE,20210519,5200.85,5227.95,5122,5128.9,58103
AGARIND,20210519,204.5,215.25,204.5,213.95,38109
AGCNET,20210519,1328.4,1355,1310,1317.3,5178
AGRITECH,20210519,42.8,44.95,42.55,43.8,12176
AGROPHOS,20210519,12.75,13.35,12.75,12.75,128181
AHLADA,20210519,104.95,108,99.5,101.3,8996
AHLEAST,20210519,146.65,158.35,146.6,154.6,5131
AHLUCONT,20210519,286,294,286,292,13564
AHLWEST,20210519,210,210,196,200,4372
AIAENG,20210519,1943,1965,1931.55,1943.55,36990
AIRAN,20210519,22.8,23.5,22,22.3,218576
AJANTPHARM,20210519,1909,1975,1909,1957.95,130840
AJMERA,20210519,123,126.25,122.35,122.95,60956
AJOONI,20210519,52.55,53.75,52.55,53.75,296988
AKASH,20210519,222,222,210.1,213.85,5197
AKG,20210519,28,28,26.55,27.05,5366
AKSHARCHEM,20210519,288.15,292.9,283.45,285.75,29687
AKSHOPTFBR,20210519,7.2,7.55,7.2,7.35,665709
AKZOINDIA,20210519,2225,2242.8,2194.05,2202.6,13354
ALANKIT,20210519,16.15,16.2,15.85,16.1,109301
ALBERTDAVD,20210519,439,449.85,438.1,445.9,15247
ALEMBICLTD,20210519,121.95,132.9,121.5,130.25,3586457
ALICON,20210519,524.95,533.2,516.15,529.65,8154
ALKALI,20210519,56.9,61.35,55.5,58.95,205635
ALKEM,20210519,2950,2999.95,2941,2973.45,145167
ALKYLAMINE,20210519,3585,3631.7,3560.45,3587.8,100173
ALLCARGO,20210519,137,142,134.15,135.15,2269873
ALLSEC,20210519,357,374.9,355,368.35,68186
ALMONDZ,20210519,36.9,36.9,35.15,35.15,33130
ALOKINDS,20210519,21.1,21.5,20.65,21.25,22453995
ALPA,20210519,59.6,59.6,59.6,59.6,46817
ALPHAGEO,20210519,247,247,239,239.95,17559
ALPSINDUS,20210519,1.85,1.9,1.8,1.9,67139
AMARAJABAT,20210519,785,801.25,783.75,796.15,1348941
AMBER,20210519,3000,3037.95,2980,2989.5,33914
AMBICAAGAR,20210519,31,31,31,31,11209
AMBIKCO,20210519,1121.3,1144.95,1113.05,1116.9,10504
AMBUJACEM,20210519,315.5,324.9,315,317.65,10886866
AMDIND,20210519,19.4,19.7,19.2,19.55,5742
AMJLAND,20210519,25.85,26,24.65,25.9,13375
AMRUTANJAN,20210519,701,760,694,747.7,160575
ANANTRAJ,20210519,50.8,52.75,50.3,52.75,1199021
ANDHRACEMT,20210519,6.3,6.55,6.2,6.45,672315
ANDHRAPAP,20210519,230,232.4,226.6,231.05,25681
ANDHRSUGAR,20210519,423,439,419.4,429.95,315773
ANGELBRKG,20210519,649.8,685.05,646.65,685.05,813209
ANIKINDS,20210519,13,13,12.4,12.5,74514
ANKITMETAL,20210519,1.45,1.45,1.35,1.35,284073
ANSALAPI,20210519,6.15,6.4,5.95,6.35,272846
ANSALHSG,20210519,5.75,6.05,5.55,5.85,61685
ANUP,20210519,652,655,636.25,644.5,51081
ANURAS,20210519,780,798.95,766,771.5,522542
APARINDS,20210519,516.6,533.9,516.6,524.05,81529
APCL,20210519,234.4,248.35,234.4,243.95,110942
APCOTEXIND,20210519,340,369.95,340,359,352803
APEX,20210519,250.5,256.9,250.1,253.5,107270
APLAPOLLO,20210519,1250,1300,1242.35,1288.4,185266
APLLTD,20210519,942.8,969.7,940.25,962,557879
APOLLO,20210519,106.65,109,106.15,107.95,148889
APOLLOHOSP,20210519,3180.2,3236.1,3161.7,3229.7,711069
APOLLOPIPE,20210519,1045,1070,1039.35,1061.25,18687
APOLLOTYRE,20210519,214.5,218.5,213.4,215.95,5742580
APOLSINHOT,20210519,622.35,689.9,622.35,670.7,5562
APTECHT,20210519,213.4,221.1,213.3,216.85,404442
ARCHIDPLY,20210519,33.75,35.5,33.7,34.7,18773
ARCHIES,20210519,12.15,12.7,12,12.15,95008
ARENTERP,20210519,11.7,12.4,11.45,12.15,5332
ARIES,20210519,112,113,108.3,111.65,163279
ARIHANT,20210519,20,20.35,19.05,19.9,17474
ARIHANTSUP,20210519,71.85,71.85,68.15,70,7951
ARMANFIN,20210519,534,540,527.5,532.8,5060
AROGRANITE,20210519,51.7,52.5,49.6,49.9,47654
ARROWGREEN,20210519,109.7,111.35,107,111.35,27759
ARSHIYA,20210519,29.2,30,28.5,29.4,40767
ARSSINFRA,20210519,25.05,25.9,25.05,25.8,23088
ARTEMISMED,20210519,273.9,274.9,262.2,265.95,38454
ARVEE,20210519,167.65,167.65,167.65,167.65,1296
ARVIND,20210519,74,77.45,73.2,75.35,1220157
ARVINDFASN,20210519,142.85,144.4,141.25,141.7,122524
ARVSMART,20210519,92.95,95,92.85,93.15,115625
ASAHIINDIA,20210519,302,304,296.2,297,49826
ASAHISONG,20210519,381.95,381.95,357,361.4,13350
ASAL,20210519,38.5,38.9,37.5,37.65,5918
ASALCBR,20210519,442.7,449.4,433,436.35,24681
ASHAPURMIN,20210519,159.6,163,151.45,155.65,202191
ASHIANA,20210519,113.7,116.45,111.55,115,53218
ASHIMASYN,20210519,19.9,19.9,19.2,19.2,86853
ASHOKA,20210519,85.1,88.4,84.65,87.9,1922616
ASHOKLEY,20210519,123.3,125.35,120.3,124.8,35836557
ASIANHOTNR,20210519,67.05,69.4,64.3,66.5,10840
ASIANPAINT,20210519,2805.15,2849,2798.65,2815.85,1219067
ASIANTILES,20210519,168.95,179,165.1,173.25,758751
ASPINWALL,20210519,190.3,193.55,183.95,192.2,3932
ASTEC,20210519,1266,1284.6,1254.8,1270.7,26999
ASTERDM,20210519,154.5,156.5,152.9,153.45,310551
ASTRAL,20210519,1850,1980,1775.55,1815.85,1471269
ASTRAMICRO,20210519,122.2,124.5,119.55,119.9,342966
ASTRAZEN,20210519,3804.5,3810,3780,3786.45,14112
ASTRON,20210519,40.95,42.8,40.4,42.15,206517
ATFL,20210519,976.95,981.25,965.3,970.45,13532
ATGL,20210519,1326.9,1355,1307.4,1326.15,2900348
ATLANTA,20210519,8.85,8.95,8.85,8.9,55596
ATUL,20210519,8400,8574,8384.75,8512.4,18179
ATULAUTO,20210519,186.65,193.8,184.9,189.35,272693
AUBANK,20210519,985,997.85,971,983.45,1362004
AURIONPRO,20210519,156.65,159,151.5,152.75,114581
AUROPHARMA,20210519,1000.15,1029.9,1000.15,1017.1,2428475
AUSOMENT,20210519,65.65,70,65.55,68.9,12840
AUTOAXLES,20210519,1145,1181,1127,1166.85,56236
AUTOIND,20210519,35.4,35.45,34.35,35.05,10223
AVADHSUGAR,20210519,318,333,315.95,320.15,256770
AVANTIFEED,20210519,545.8,548.3,537.1,545.05,422161
AVTNPL,20210519,54.95,55.95,54.05,55,132979
AWHCL,20210519,303,309,303,304.35,105994
AXISBANK,20210519,704,723.7,702.2,716.8,20244016
AXISBNKETF,20210519,335.95,337.35,334.64,335.65,588
AXISBPSETF,20210519,10.11,10.12,10.09,10.11,10485
AXISCADES,20210519,63,64.7,60.1,62.3,130456
AXISGOLD,20210519,42.3,42.54,41.9,41.94,264668
AXISNIFTY,20210519,156.19,156.99,155.68,156.08,2653
AXISTECETF,20210519,261.99,261.99,254.95,259,827
AYMSYNTEX,20210519,61.4,62.8,57.4,61.9,98410
BAFNAPH,20210519,137.95,140,133.3,137.35,7378
BAGFILMS,20210519,2.7,2.8,2.6,2.7,133578
BAJAJ-AUTO,20210519,4075,4112,4047.8,4095.95,788882
BAJAJCON,20210519,279.95,282,277,277.35,324990
BAJAJELEC,20210519,1156.35,1165,1139,1147.1,66127
BAJAJFINSV,20210519,11390,11434,11170.05,11215.15,227567
BAJAJHIND,20210519,12.3,12.8,11.95,12.05,20212996
BAJAJHLDNG,20210519,3598.95,3677,3572.05,3647.65,63361
BAJFINANCE,20210519,5674.95,5722.9,5595,5631.2,2250906
BALAJITELE,20210519,56.7,56.85,55.6,55.85,214377
BALAMINES,20210519,2639,2739.9,2630,2713.7,258008
BALAXI,20210519,605,608.35,585,602.9,4470
BALKRISHNA,20210519,23.45,23.45,22,22.1,28979
BALKRISIND,20210519,2090,2209,2090,2148.9,1788730
BALMLAWRIE,20210519,137.25,140.9,137,137.95,535014
BALPHARMA,20210519,91.7,96.6,88.1,96.6,57243
BALRAMCHIN,20210519,312.5,329.9,311.4,323.25,3372272
BANARBEADS,20210519,51.9,52.5,46.3,50.3,13288
BANARISUG,20210519,1863,1870.4,1820.35,1828.4,5182
BANCOINDIA,20210519,150,152.75,148.9,149.55,81942
BANDHANBNK,20210519,291.5,291.85,286.65,289.55,4219342
BANG,20210519,33.05,33.55,31,31.6,55941
BANKA,20210519,86,86,81.3,82.25,16900
BANKBARODA,20210519,76.6,78.25,76.15,76.7,54818016
BANKBEES,20210519,340.8,340.8,337.19,338.14,760856
BANKINDIA,20210519,74.5,82.75,73.75,77.5,39436913
BANSWRAS,20210519,127,127,118.25,124.9,16280
BARBEQUE,20210519,614,614,587,595.45,212506
BASF,20210519,2513.7,2513.7,2446,2452.8,27431
BASML,20210519,71.5,73.5,69.8,70.9,126580
BATAINDIA,20210519,1454,1493,1451,1474.85,1340980
BAYERCROP,20210519,5300,5393,5284.95,5336.9,20875
BBL,20210519,1266,1294.45,1259.9,1274.25,9094
BBTC,20210519,1196,1231.7,1191.65,1201.55,109600
BCG,20210519,8.4,8.45,8.1,8.2,3047935
BCLIND,20210519,148.2,150.65,142.05,142.8,68307
BCP,20210519,3.5,3.6,3.45,3.55,191048
BDL,20210519,344.85,354.2,344.2,347.85,131049
BEARDSELL,20210519,12.2,13.45,12.2,12.95,18926
