20MICRONS,20200930,29.4,29.4,27.95,28.25,19378
21STCENMGM,20200930,10.05,10.25,9.85,9.9,3529
3IINFOTECH,20200930,3.25,3.3,3.25,3.3,1087691
3MINDIA,20200930,18401.95,18426,18190.05,18307.15,3818
5PAISA,20200930,355,356,339.05,347.1,2994
63MOONS,20200930,68.75,69.4,68.1,68.35,11523
8KMILES,20200930,57.2,57.2,57.2,57.2,7162
A2ZINFRA,20200930,4.05,4.1,4,4.05,170187
AAKASH,20200930,51,53,48.35,51.8,491
AARTIDRUGS,20200930,771.3,771.3,745.75,771.3,327203
AARTIIND,20200930,1019.7,1024,1008,1014.95,131989
AARTISURF,20200930,477,499.7,458,499.7,35068
AARVEEDEN,20200930,10.75,11,10.7,11,3693
AARVI,20200930,40.3,40.4,36.65,40.15,1970
AAVAS,20200930,1371.05,1448.45,1371.05,1434.55,43587
ABAN,20200930,23.9,24.45,23.6,23.7,29981
ABB,20200930,861.3,864.85,855.05,859.5,340893
ABBOTINDIA,20200930,16365,16500,16235.35,16486.95,6371
ABCAPITAL,20200930,63.35,63.45,62,62.2,1113848
ABFRL,20200930,133.75,136.85,132.05,133.6,1549199
ABMINTLTD,20200930,17,17,17,17,671
ABSLBANETF,20200930,210.17,215.5,210.1,213.25,73
ABSLNN50ET,20200930,280,288.49,280,288.49,15
ACC,20200930,1385.1,1402,1372.9,1393.45,608847
ACCELYA,20200930,1030.65,1034.4,1030.65,1033.05,4204
ACE,20200930,68.3,68.3,66.6,67.05,102901
ADANIENT,20200930,300,304.7,295.1,297.1,5618024
ADANIGAS,20200930,193.4,193.45,187.85,189.2,796465
ADANIGREEN,20200930,749.8,749.8,700,737.6,2411057
ADANIPORTS,20200930,340.55,346.55,330,341.75,2757175
ADANIPOWER,20200930,37.25,37.3,36.8,36.9,749487
ADANITRANS,20200930,249.5,250.8,240,241.8,240221
ADFFOODS,20200930,424,427.05,408.5,417.65,50510
ADHUNIKIND,20200930,19.65,19.65,18.75,19.25,1636
ADORWELD,20200930,248.05,249.65,244.1,244.9,6932
ADROITINFO,20200930,5,5.1,4.9,5,3281
ADSL,20200930,22.25,22.8,22.15,22.3,275684
ADVANIHOTR,20200930,42.55,43.4,41.9,42.95,1454
ADVENZYMES,20200930,295,339,292,330.3,3692610
AEGISCHEM,20200930,236,239,227.4,228.85,99952
AFFLE,20200930,2950,2964.95,2855,2875.05,35118
AGARIND,20200930,95.95,95.95,92,94.95,11057
AGCNET,20200930,331.05,357,331,349.5,20284
AGRITECH,20200930,29.2,30.1,29.15,29.45,4515
AGROPHOS,20200930,9.45,9.75,9.05,9.15,21307
AHLEAST,20200930,141.9,148.95,141.9,145,461
AHLUCONT,20200930,240.25,241.3,234,234.35,14349
AHLWEST,20200930,276.95,284.85,263.65,271.35,419
AIAENG,20200930,1762,1859,1742.1,1848.55,48014
AIONJSW,20200930,18,18,17.3,17.8,82398
AIRAN,20200930,12.1,12.6,11.75,12.45,55477
AJANTPHARM,20200930,1593.45,1622.95,1565.1,1613.6,146276
AJMERA,20200930,81.1,82.4,79.8,81.5,40634
AKASH,20200930,242.5,245,230.4,233.2,2020
AKSHARCHEM,20200930,223.65,228.8,222.55,225.95,9545
AKSHOPTFBR,20200930,5.95,5.95,5.6,5.6,152175
